,date,review,rating,isEdited,title,userName,developerResponse
114,2023-04-12 19:40:50,"I can’t reach out to anyone when I have issues that needs to be resolved. The customer care line does not connect, the app chat box does not connect you to who to talk to either. 

I made a Pos payment that declined and my money is yet to be reversed for 2 months now I’ve been trying to reach someone to help with the issue to no avail. 
You have become worse than you used to be .",3,False,Bad Service,MoeDami,"{'id': 35970408, 'body': ""Hi there , We're sincerely sorry for the inconvenience this may have caused you. Please can you share with us the details of the transactions( amount and date) . Please if have you sent us an email at  help@kuda.com stating your complaint? Please can you share with us your Email address or full name to enable us to follow up with the resolution.\r\nThank you💜\r\n"", 'modified': '2023-04-15T08:05:15Z'}"
115,2022-12-02 20:52:22,"I upgraded my kuda account and just for me to login it is having unnecessary issues . I’ve provided my email , I’ve provided password , to receive otp all day I haven’t been able to . Your customer service isn’t going through , your online chats is deceiving . Please do something , OTP shouldn’t be giving problems like this and another options should be available what if someone’s phone was stolen and one is trying to move their money before it get accessible . They would have to retrieve sim or what because of OTP",1,False,OTP,rehangsgbvdrui,"{'id': 33520990, 'body': ""Hi there,\r\nI'm sorry for the inconvenience this may have caused you. Please have you sent us an in-app message or email help@kuda.com from the email linked to your account stating your complaint? Please share your Email address to enable us to follow up with the resolution.\r\nThank you💜"", 'modified': '2022-12-04T14:53:36Z'}"
116,2021-11-16 18:59:03,"The digital bank has been great, ever since I opted in on it. 
The services are top notch, no delay in transactions and all. 
Everything has been good so far. 
I’m also think that y’all should entertain the idea of creating a domiciliary acct. , where customers can save their cash in dollars, spend in dollars as well.",5,False,Thoughts on domiciliary acct. creation.,kill_bert,
117,2023-02-27 14:48:12,"How can I contact the customer care please? 
 

Money was transferred to my acct and I received the alert and I can even see the money clearly on my acct but I can’t transfer out, it keeps showing insufficient funds and I have money on it and I have never borrowed with my kuda bank since I started using it.  Please help me",5,False,Hi,Eazi danny,"{'id': 35139830, 'body': ""Hi there, We're sincerely sorry for the inconvenience this may have caused you. Please if you have sent us an email help@kuda.com from the email linked to your account stating your complaint? Please share your Email address or Full nmes to enable us to follow up with the resolution. Thank you💜"", 'modified': '2023-03-01T11:22:40Z'}"
118,2021-06-11 04:28:02,I having a horrible experience with Kuda. They are holding my money and I haven’t gotten any responses on the chat feature for over 3 days. Please I won’t recommend this in Nigeria. Just use a bank you can visit a branch to get customer care assistance. 🙃,5,False,Holding my money and no responses on the chat feature,Maggieboy jnr,
119,2020-06-21 09:18:26,"It seems it only my own kuda app that consumes data like am streaming a football match ....Kuda app eats up at least 2gig daily smh, and I’m using the latest update on the app. I have complained but the tech team doesn’t seem to know what’s wrong ... Last week only you guys used up to 15gig of my data 😡😡.... Which bank app on earth uses this much data, I’m going crazy how much do I earn that I will be losing 15gig weekly on a mobile app 👎.... Never have I heard or seen such ridiculous consumption on data ever before",1,False,Crazy Data consumption even after several updates on the app 😡😡😡😡,Blackboy_Rico,
120,2022-03-21 01:42:39,I have used a couple of banks and even some fintech apps. But they all had one problem or the other which made my business very slow. But after entering Kuda. I have complained a single day. I just want to tell anybody reading this that this is the app for you. Stop searching and get Kuda now !!!,5,False,Best Fintech App,mxrnosa,
121,2022-09-03 18:47:44,Kuda bank has been my worst nightmare since I got to know and use it last month…I remember an occasion where I sent my last figures to a business man and he didn’t see it until the next day…that was such a threat to my integrity….the same thing happens again today…I have sent mail twice and nothing has been done concerning that…never border replying to this as I would be permanently mobbing my funds to palmpay which has never frustrated me before…on order to avoid future embarrassments 🙁,1,False,Slow transaction,anonymous 446,
122,2022-04-20 12:36:12,"Kuda bank is like that narcissistic friend who is only concerned about their image regardless of how horrible and incompetent they are. This bank will literally ignore your emails and phone calls if you've got a complaint or trying to report a problem, they'll also freeze your account abruptly without any explanation and no apparent resolution. I was all for kuda but after an experience February 2022 I made a decision to never have anything to do with this establishment.",1,False,Horrible and incompetent bank with an even worse customer relationship.,_onochie,
123,2023-06-16 14:16:12,"I’ve always enjoyed banking with kuda bank but since last night I can’t send money to other banks till now i still can’t do that which is unusual, i can buy recharge card and sub my line, don’t really know why I can’t send money to other banks, to be honest I’m fed up",5,False,Complain,Leviiwuoha,"{'id': 37207815, 'body': ""Hi there,\r\nI'm sorry for the inconvenience this may have caused you. Please send us an in-app message by clicking on More then the Chat with us option on the app or email help@kuda.com from the email linked to your account and we will respond to you as quickly as possible.\r\nThank you 💜"", 'modified': '2023-06-19T13:35:27Z'}"
124,2022-11-12 20:40:57,"Kuda has been a very good bank that I have to stop using all this local banks…not until I updated my app this week, today, I sent 115k and 5k to 2 recipients and non of them got the money neither do I see it on my transactions history, please refund me my money, 120k is not a small money",5,False,Refund me my 120k,maytech_ex,
125,2023-03-30 02:09:17,"For over a month I cannot sell my stock . Suddenly this night what I see , is no record found and my stock account behold is displaying zero . 
Before this , each time I tried to sell , it will prompt” sorry can’t make it happen try again later “ so why did the app send messges that we can keep buying and not deposit or withdraw for the mean time ? Fix this app it’s making us drive nuts",2,False,Can’t sell stock . Can’t see stock record,Niforninui,"{'id': 35698335, 'body': ""Hi there , We're sincerely sorry for the inconvenience this may have caused you. Please can you share with us the details of the transactions( amount and date) . Please if have you sent us an email at  help@kuda.com stating your complaint? Please can you share with us your Email address or full name to enable us to follow up with the resolution.\r\nThank you💜\r\n"", 'modified': '2023-03-31T10:48:06Z'}"
126,2022-08-14 08:56:46,"Please stop rating this app 5 stars, they never deserved it, can you imagine money I sent to someone yesterday till now they person haven’t been credited and they money have not been reversed 😡, I’m pleading to they support team to return my money and I will do well to delete this Kuda app",5,False,Transaction problem,Big name latest,
127,2022-03-03 12:04:29,KUDA should have POS options in their list of banks to be able to transfer money to eg Opay or Paycom. I always have to transfer from my KUDA account to another bank account before I can withdraw from POS. I requested for a card already and it’s been months but I haven’t gotten it yet☹️,5,False,Allow POS in Bank Options for transfers.,Alvinn14,
128,2022-02-19 19:02:07,"I’ve used other fintech apps like cowrywise and piggybest but Kuda is just the best. It is just everything and more. I rarely get to even use my conventional banks these days cos I can do almost everything on Kuda. 
But I’d like my account limit to be upgraded easily, my valid drivers license keeps getting rejected.",5,False,The Best so far,122455778,
129,2023-02-02 14:36:39,This bank is become more useless than I thought you can’t reach the customer care the stupid robot won’t let you explaining your difficulties very useless bank I’ve done a transaction it’s unsuccessful and I my account was 0.00 what’s wrong with the app this bank is the most useless bank I’ve. One across my whole life we own the money it’s not yours allow us have access to our money this bank is trash do something to fix this rubbish before it gets out of hand,1,False,Transfer issues,"chris...,,.,","{'id': 34696122, 'body': ""Hi there, We're sorry for the inconvenience.\r\nWe're currently fixing a temporary system error affecting the app.\r\nIf you can't see your true account balance at the moment, please know that this isn't permanent. Your money hasn't gone anywhere.\r\nWe're sorry for the inconvenience.\r\nWe're working to fix the error quickly. Please, hold on for us.\r\nThank you💜\r\n"", 'modified': '2023-02-06T08:37:07Z'}"
130,2021-03-05 13:52:34,I use an apple device and for days I’ve been unable to upgrade my account to remove restrictions because I can’t adjust the calendar after attaching my BVN. I logged in with a computer and I didn’t even see the update option at all (it actually directed me to upgrade on the app).,5,False,Inability to insert BVN DOB,Albab Mussafah,
131,2022-11-28 09:34:56,Hmm honestly enjoyed the app before the update. The is great and all but still you guys customer care is very poor late replies even after texting on a daily still no response and I need an urgent answer or attention but you guys keep using the AI fine then I see someone Will reply in 25 mins which I know is a lie then it turn into 2 weeks why? Send via email all I receive is ticket id but still no tangible response.,2,False,Bad customer care service.,pussyphyta,"{'id': 33534125, 'body': ""Hi there,\r\nI'm sorry for any difficulties you might have experienced in using the Kuda app and the delay in responding to your complaint. Please can you share your Email address here or send us an in-app message to enable us follow-up with the resolution of your complaint, if they are yet to be resolved? We look forward to your response.\r\nThank you 💜"", 'modified': '2022-12-05T09:07:15Z'}"
132,2022-11-16 13:46:26,"What is going on after the update there are a lot of issues arising from this app I requested for statement of account and I can’t seems to get it deposit made to my account is not reflecting before the update all these were all going fine
Pls do something fast this my business account",4,False,After update,Nossent,
133,2021-09-17 13:52:18,"I am forced to make this comment here, I have as tried get this resolved but Kuda’s customer’s service is far from anything you can hope for. 

Before Twitter ban they were a bit responsive, response to complaints are much worse now. 

They’ll get you frustrated if you have to resolve any issue you have. 
………..
It’s sad how their services have deteriorated. 

I depend so much on the web to transact because I can’t use the app to make any payment- I have complained so much about this, I updated my app, logged out and login again to tried the service before giving this review.

Recently, there has been challenges getting the OTP, the OTP are not real time anymore, I get OTP days after requesting for them. 

It makes no sense because I’m always not able to make my transactions when I want to.",1,False,Poor Customer Service,kola_hq,
134,2023-04-01 10:33:06,"Ever since I updated my app..!!
You just went up straight and blocked my account and till now you still haven’t done anything about to allow me make use of the account 
I seriously don’t know why this is happening to me..????",5,False,Remove restriction from my Kuda app,david emeka,"{'id': 35744823, 'body': ""Hi there,\r\nWe're sincerely sorry for any difficulties you might have experienced in using the Kuda app and the delay in responding to your complaint. Please if  have you sent us an email at  help@kuda.com stating your complaint? Please can you share with your full name to enable us to follow up with the resolution if they are yet to be resolved? We look forward to your response.\r\nThank you💜\r\n"", 'modified': '2023-04-03T14:50:56Z'}"
135,2023-05-06 13:01:49,You have to beg the app to let you withdraw from save to spend account every Time. Most times I have to keep repeating it before it gets successful and the annoying thing is the previous unsuccessful ones later become successful after a couple of minutes or an hour….fix that,3,False,Difficulty withdrawing from save to spend account,successoki001,"{'id': 36395130, 'body': ""Could you please uninstall the app and try again. Please reach out to us help@kuda.com if the issue persists. We're sorry for the inconvenience this may have caused you.Thanks.💜"", 'modified': '2023-05-08T13:45:27Z'}"
136,2023-02-02 11:09:03,This version of Kuda is just rubbish if I log in and want to send money if I should go back the app will not work again I will have to reopen it again even if I make transfer I will not be able to see what I didn’t unless I log out and log in bank,5,False,Kuda,Tifanny06,"{'id': 34696163, 'body': ""Hi there, We're sorry for the inconvenience.\r\nWe're currently fixing a temporary system error affecting the app.\r\nIf you can't see your true account balance at the moment, please know that this isn't permanent. Your money hasn't gone anywhere.\r\nWe're sorry for the inconvenience.\r\nWe're working to fix the error quickly. Please, hold on for us.\r\nThank you💜\r\n"", 'modified': '2023-02-06T08:38:43Z'}"
137,2023-05-22 14:41:49,"Somebody made a deposit of 100k to my kuda account that was still in tier one … it never reflected … the senders bank has sent the session Id and I have sent a lot of emails and yet they Have refused to refund me even though I’ve upgraded to tier 3 
This has been going on since April !!",5,False,Kuda pay me,Nelly_yk,"{'id': 36721296, 'body': ""\r\nHi there , We're sincerely sorry for the inconvenience this may have caused you. Please can you share with us the details of the transactions( amount and date) . Please if have you sent us an email at  help@kuda.com stating your complaint? Please can you share with us your Email address or full name to enable us to follow up with the resolution.\r\nThank you💜\r\n"", 'modified': '2023-05-25T06:38:40Z'}"
138,2022-02-25 12:19:38,To think that I was happy I opened this bank and was happy I even encouraged my friends to join. This afternoon I lost all my week savings. A just got email from kuda that I transferred some money to a account which I didn’t do. I rushed to Gtbank to close the recipient account but they said without kuda bank approval and them (kuda) bank providing the account number there’s nothing they can do. U people refused to reply any of my gmails. I regret banking with u people am closing my account and will ensure my friends do the same.,1,False,Worse banking app,badkuda,
139,2021-06-18 13:35:40,"The UI of this app is comfy bit the UX needs some work done:
i. When I want to buy airtime and I select a contact from my phone, the ‘buy’ button is not selectable till I click the phone number field again.

ii. When I want to transfer money to a new account, after typing in the account number, I can’t confirm if its the correct account name until I attempt submission.

iii. Why can’t I download/share receipts directly after a successful transaction? I need to go back to my transaction list, select the transaction, then share the receipt there. 

Kudos to this team so far👍🏽",4,False,Cool User interface and experience but needs some work done,m3rryqold,
140,2023-04-28 03:02:29,I’ve been using this app and i works smoothly I even use it to save unfortunately it just stopped working on my phone i don’t know why it won’t open at all .I’ve uninstalled it and reinstalled it severely it’s the same thing,5,False,Complaining,Oluwafeyikemigenesis,"{'id': 36248814, 'body': ""We're sorry for the inconvenience this may have caused you.\r\nPlease use the web link in the interim https:// app.kuda.com/ in the interim.\r\nAt moment you might not able to use the kuda app on the iPhone6 ,but for iPhone 7 and above need to update their version of iOS.\r\nThank you .💜"", 'modified': '2023-04-30T14:55:30Z'}"
141,2021-08-05 14:23:20,I have been pressing the continue button for me to give access to the data as requested but it has been unable to continue. What do I do please? I have funds in my account.,5,False,Unable to get the continue button after I upgraded the app.,avatar PD,
142,2023-02-08 18:05:20,"I was fascinated by the app, downloaded and started using it, only to see how poor their customer service is: for a bank that is mainly online. I thought their lassitude towards my mails is a rarity and that my case will be handled soon, only to check their page on social to see worse reviews from other users’ experiences. People have lost money on the app, and customer service gives no response  to mails and calls. I wish I had checked reviews before using the app.",1,False,A nightmare,Chii🥰🥰🥰,"{'id': 34791700, 'body': ""Hi there, We're sincerely sorry for the inconvenience this may have caused you. Please if have you sent us an email at help@kuda.com stating your complaint? Please can you share with your Email address or your full name to enable us to follow up with the resolution.\r\nThank you💜"", 'modified': '2023-02-10T08:59:28Z'}"
143,2021-06-25 07:20:42,"Great app and easy to set up. You need to work on the ID image part, there should be and option of selecting the type of ID you want to upload. Secondly on the ID type page, there should be a dropdown where you can select the type of ID you uploaded, not the permanent Drivers license that was there.",5,False,Hi Kuda,harpassar,
144,2023-05-19 18:02:42,"Since last year i ordered my Kuda card because I lost my former Kuda card. 
Till today it has been showing sent, ready for pickup but I haven’t received anything till today. And I’ve been emailing your customer care no response. Please help me.",5,False,Card delivery,Lugard Empire 147,"{'id': 36658520, 'body': ""Hi Lugard\r\nWe're sorry for the inconvenience this may have caused you. Please send us an in-app message by clicking on More then the Chat with us option on the app or email help@kuda.com from the email linked to your account and we will respond to you as quickly as possible.\r\nThank you 💜"", 'modified': '2023-05-22T11:45:59Z'}"
145,2022-09-08 22:43:21,"I need a reversal of my 60,000 which I mistakenly transferred to my blocked union bank 
I have given all the information required from Kuda to reverse the 60,000 and till now they still haven’t reversed the money it’s been more than a week now

The customer service of Kuda is so poor",5,False,"Reverse my 60,000","€¥~€~>,€,",
146,2022-12-05 22:42:25,"Kuda is so helpful and nice my issue now is the new Us stock trading platform it’s very nice tho but then having issues to sell after weeks of rejected order and then after selling withdrawing becomes a problem the Is stocks account is not properly credited and it’s frustrating
  

Good day my issues was resolved although it took time but it was resolved 😊😊",3,True,Poor stock transaction,Mickywhyte,"{'id': 33535495, 'body': ""Hi there,\r\nI'm sorry for any difficulties you might have experienced in using the Kuda app and the delay in responding to your complaint. Please can you share your Email address here or send us an in-app message to enable us follow-up with the resolution of your complaint, if they are yet to be resolved? We look forward to your response.\r\nThank you💜\r\n"", 'modified': '2022-12-05T09:44:49Z'}"
147,2021-10-16 17:37:53,"I’ve been trying to open an account for days with no response, no replies to mail and no customer care to pick your call. I somehow think most of the good reviews are paid reviews.",5,False,Opening an account takes forever,geeola,
148,2022-04-20 10:09:48,"With what I saw online today, you called police officers to harass your own customers because he has 1.2 million in his account! Why do you think I should trust you with my money. You think everyone’s money is yahoo money. So, if I play bet9ja and win jackpot, and they send the money to kuda,you people would do the same. I would tell everyone I referred to delete their kuda account! Minus 20 from your current customers and trust me you’re going to loose more customers! Small yansh self dey shake😏",1,False,You cannot be trusted!,Dellycrown,
149,2021-09-07 18:39:03,"I thought it would be good as they said, but unfortunately this is the worst app because I added my BVN already to my limits but now I can’t make any transaction because I need to add BVN which has been added already!!!",5,False,This is the worst banking app with the worst customer service,goldlovesyou,
150,2021-08-27 10:42:46,"No cap this is the best app Banking app ever , I love it and when you have a problem you can always talk to them through email and it has a quick response. No need to que in the bank for long hours for something that can be done in a minute use Kuda today 💕",5,False,I love the app,debbibora,
151,2021-08-05 07:26:19,"Good morning,
Please I just updated the Kuda app on my phone and after logging in, it was showing some information about permissions which I then clicked on continue and it’s been stuck on that page since then.",5,False,The latest update,@ASA94,
152,2022-04-28 19:51:07,The app is great and pretty straight forward but one suggestion tho we should have a transaction receipt like if you send money there should be a receipt of which you can share. Wish you beat of luck and I hope you’ll look into it,5,False,Nice app,Usman Maiduu,
153,2023-05-19 17:26:33,I really love this bank a lot that I love saving in it but I have been trying to update my acct for months so my limit can be changed but nothing …all I get is been working in and verification takes a week which mine has take month and till now still nothing…it’s bad,4,False,Bad customer service,littledee01,"{'id': 36658470, 'body': ""We're sincerely sorry for the inconvenience this may have caused you.. We would like to investigate your issue. Please share with us the account details at help@kuda.com so that we can resolve the issue.💜"", 'modified': '2023-05-22T11:43:41Z'}"
154,2022-04-18 20:17:58,I love this app with all my life is very easy to use no charges applied 0.0 charges on everything u do the only I need right now is my documents have been uploading my slipt but dey keep rejecting it pls do something about it i want to increase my limit to unlimited,5,False,Best banking app,CODEDMILLY,
155,2023-02-21 09:01:23,"I love how the pockets help to divide my money according to the uses, but It would be nice if we could edit our pockets, like rename, delete etc. when I’m done with a pocket and don’t need it anymore I can’t delete it .. it just remains there and I can’t rename it to suit another use..",5,False,Pockets,Melissadayveeds,"{'id': 35032185, 'body': '\r\nThank you for your kind feedback. We are aware of this problem and are currently working on solving it .\r\n💜', 'modified': '2023-02-23T10:53:23Z'}"
156,2021-09-11 14:39:36,I’m having a problem with my transfer limit And you Kuda should increase my limit so I can transfer any amount I want and And also you Kuda should remove my account from stately mood okay I’m really having problems here help me out,5,False,Help me Kuda to increase my limit,oluwason52,
157,2022-04-20 02:33:03,"Kuda bank are thieves in disguise….. you withheld my brother’s money nd still teargased him while on fasting. This is cery disheartening….. after tendering all evidences he uses his money for PAGA business. You are thieves in disguise. This is how you indirectly steal peoples money nd call it free bank…….return ny brothers money ooooo you people will never know peace, anything yu do will surely scatter in ur eyes, the owners nd their families will never know peace…. I mean am oooo, i fit jazz una, make una run mad….. sha no return my brother money nd wait and see…. Yu will know that I’m a confirmed Yoruba woman.!",1,False,Kuda bank are thieves in disguise,meenah5,
158,2023-04-30 21:16:18,I’ve Been using Kuda for a while now up until yesterday I updated the app and I tried opening the app and it kept crashing. Please something should be done so I can start running transactions. Thanks,5,False,Problem opening app,respectnos,"{'id': 36271302, 'body': ""We're sincerely sorry for the inconvenience this may have caused you. Please you will need to update the version of your iOS on the appstore and then try again. Please reach out to us help@kuda.com if the issue persists. Thank you .💜"", 'modified': '2023-05-02T05:49:34Z'}"
159,2023-05-02 17:55:22,"The issue of the app closing after the latest update is one that suggests you guys are looking to phase out iOS12 users, because there is no reason why you should let ios12 users update to a version that wouldn’t work on their phones. The older version should have been left for us to use while users with higher iOS get the new updates. This just screams lack of consideration from the app developers and it leaves a very poor taste in the mouth.",1,True,iOS 12 users,Fawaztunde,"{'id': 36248564, 'body': ""We're sorry for the inconvenience this may have caused you.\r\nPlease use the web link in the interim https:// app.kuda.com/ in the interim.\r\nAt moment you might not able to use the kuda app on the iPhone6 ,but for iPhone 7 and above need to update their version of iOS.\r\nThank you .💜"", 'modified': '2023-04-30T14:23:41Z'}"
160,2022-03-10 16:42:53,"I have been using kuda since last year February and it has never given me issues, I just updated it now and when I open the app it closes by itself over and over again. Pls do something about it",5,False,Not happy,owohobokoh,
161,2023-04-04 07:34:14,"Very poor network lately
How can I send money for the past a month plus and neither reversed nor received and I have complained countless time and nothing was done. Kuda has received has been the most reliable, fast, with good network and more over a year have been using it I know how many people I have introduced the bank to and no regret until it started malfunctioning pls work on ur system pls",2,True,Not satisfied,lidah starr,"{'id': 35744788, 'body': 'Thank you for your kind feedback. We are aware of this problem and are currently working on solving it .💜', 'modified': '2023-04-03T14:49:53Z'}"
162,2022-11-19 13:52:06,Adding new features to the Kuda app is great but the new update is just terrible in general. The app freezes at every instant you use it. Even when making a transfer it then gets blurred on screen and you wouldn’t even know if your transfer was successful unless you are sent an email or debit SMS. Please fix it.,3,False,Terrible updates despite new features,alsvec,
163,2023-06-20 05:58:37,"Hi,I signed out my kuda account just to help a friend open one ….cos of the distance …but since that day I don’t have access to my account anymore …and have tried every possible to sign in back it’s not going through ….pls how can you help me",5,False,Signing in,Toyobaby25,"{'id': 37286499, 'body': ""Hi there, \r\nWe are sorry that you're having issues with the app. Please can you write to us at Help@kuda.com including a description of the error message received to enable us follow-up with the resolution of your complaint, if they are yet to be resolved? We look forward to your response.\r\nThank you💜\r\n"", 'modified': '2023-06-23T08:43:48Z'}"
164,2022-11-10 07:01:08,"I updated my app, and its been malfunctioning and I can’t even find my money and my savings, please this terrifying I believe you’d look into this immediately, I really cant figure out what is wrong ..I am beginning to ask myself if it’s safe to bank with your company..",5,False,THE NEW UPDATE IS LAGGING,Trisandcrafts,
165,2023-05-01 05:10:50,"I’ve been using kuda for two years and they haven't been any complaints from me cause I believe it’s a top notch banking app. But I just made the new update and I am unable to open the app, the moment I open it, it keeps going back I don’t know what’s wrong, and I will appreciate if something could be done about it.",3,False,Made the new update and the app keeps failing.,Lekan1106,"{'id': 36300362, 'body': ""We're sincerely sorry for the inconvenience this may have caused you. Please you will need to update the version of your iOS on the appstore and then try again. Please reach out to us help@kuda.com if the issue persists. Thank you .💜"", 'modified': '2023-05-03T08:16:48Z'}"
166,2023-04-09 03:12:18,Am seeing one review here which makes everything skeptical to me I have being trying to open this same app for a week now what I keep seeing we are verifying your details till now bank account nothing I wonder what they are verifying because I have submitted any documents other than my address and my face capture with email contact. And also the same app is restricting me from using my mobile service data unless a wifi.,1,False,App registration,omamus07,
167,2021-12-29 11:31:41,"I really like kuda and i do enjoy using it but kuda need to improve the customer service response unit, i have a problem that haven’t been fix yet almost a week now i complained but no response from kuda customer service.",5,False,Poor customer service,wazboi,
168,2023-04-03 09:37:50,"You people are making things hard with your stupid update 
In the older version it was easy to change ur name by submitting the legal documents now  I can’t even tap on my name what is wrong with you people 
You’re making people like me sick and tired, I mean what’s the use of mobile banking if I can’t get these small things done myself, not that you even have a branch around the corner, I want to upgrade my account how do I change my name for Godsake",1,False,Stupid update,Assshgfg,
169,2022-12-12 06:32:14,This is the worst app I have ever seen when it comes to attending to customers. I wasted my transport fare from ogun state to Lagos just to do change of phone number because I can’t login into my account with the lost sim. Over 72hours now nothing was changed and I was told it will be changed in 24hours. Even there customer chat on app is worst. People I was about to refer already have bad mind and say about the app. Kuda was once the best to me but don’t know why there a worst in this aspect,1,False,Complain,seytop1,"{'id': 33715922, 'body': ""Hi there,\r\nWe're very sorry for any difficulties you might have experienced in using the Kuda app and the delay in responding to your complaint. Please can you share your Email address to enable us follow-up with the resolution of your complaint, if they are yet to be resolved? We look forward to your response.\r\nThank you💜"", 'modified': '2022-12-14T07:35:01Z'}"
170,2022-11-09 09:07:56,"I have been trying to login but couldn’t after I receive a notification from you guys that the APP is going to be updated today, and after updating mine, I could not login anymore, after verification they’ll say failed, this so annoying, and the number I used to open has lost, seems like I know something like this will happen, thank God I didn’t use this App to receive my money if not only God knows what will have become of me by now…",1,False,NOT ABLE TO VERIFY ME,PrincewillRank,
171,2023-04-29 19:12:04,"It’s a good app ,I’ve been using it for the past two years but right now the app is not opening on my phone ,and it’s getting worst day by day which my money is inside also ,pls do something to it",5,False,Frustrating,yetty651,"{'id': 36271103, 'body': ""We're sincerely sorry for the inconvenience this may have caused you. Please you will need to update the version of your iOS on the appstore and then try again. Please reach out to us help@kuda.com if the issue persists. Thank you .💜"", 'modified': '2023-05-02T05:32:05Z'}"
172,2021-07-29 01:14:38,"Kuda bank kindly unlock my account oooo. You guys want someone to die on top your matter. Since last week I couldn’t make any transfer. I have been borrowing money from people because of you. Kindly unlock my account. After this, I’m removing all my money from your useless bank. For the past 1 week I can’t make any transfer or withdrawal. I have sent you guys an email and left messages to you on Instagram but to no avail. There is no option for no star.",1,False,Worse customer service.,rhuarho Grace 12,
173,2023-01-31 20:01:44,I just log into my kuda account my balance was showing and later just a few minutes it was 0.00 and the is for my school fees. Please kuda help me and check what happened to my account please,5,False,I have an issue with my kuda account,shhzjb,"{'id': 34636913, 'body': ""Hi there ,\nThank you for reaching out to us.\r\nPlease note all issues you were previously having with your app have been resolved. \r\nYour app is back and better.  \r\nWe're truly sorry for any inconveniences this may have caused you and we're sincerely grateful for your patience and understanding during this period. \r\nThank you. 💜"", 'modified': '2023-02-02T13:01:07Z'}"
174,2021-03-26 22:44:26,"The save feature has got to be the best thing to happen to me in terms of saving money.
For those looking for a replacement to the daily contributions or “ajo” as it’s commonly called, this is a good option
And the best part, the money is all yours!
No stories!",5,False,Impressive features,Ave.v.v.v,
175,2022-12-15 13:04:59,"Kuda has good services but when you have a problem with the bank, just know you sending emails and giving them a call is a waste of time cause they won’t assist, I’m not sure they’re willing to assist sef. Maybe na only one person dey work for there who knows 😂",4,False,Poor Customer service,stephentrenches,"{'id': 33778045, 'body': ""We're always looking to improve your experience. Any specific incident we can look into for you? Let us know by reaching out to help@kuda.com .\r\nThank you💜 \r\n"", 'modified': '2022-12-17T14:18:27Z'}"
176,2022-11-12 17:18:09,You all are doing a good job at Kuda however kindly look into the constant glitching. I just upgraded my app and the glitching is frustrating. I would have imputed so many details for a transaction and it will clear it all and return to the home page. This makes it uncomfortable using the app.,4,False,Praise and Criticise,Yuchels,"{'id': 33132215, 'body': 'Hi there,\nKindly confirm that the issues you had are still happening.', 'modified': '2022-11-13T21:15:39Z'}"
177,2022-07-12 09:51:11,"I don't like the kuda bank. ""Bank of the free"" is actually a lie. They give you 25 monthly free transfers which of course doesn't last for someone who does transfers a lot. And then the ATM withdrawal charges aren't free. Please then tell me what makes the bank a free one. 👎👎👎. Don't know why I gave you a 2 stars rating, but it is cool, it is better than what i expected from you guys. Was really disappointed after realizing all this.",2,False,Bank of the free in the dust,Benedictaeee,
178,2021-09-02 15:25:21,I was enjoying kuda bank at first because they indeed have free debits cards and transactions but once I forgot my password and had to log out to reset it I was sent an invalid reset password link which didn’t work and I have been reaching out to their customer service for help for 3 weeks now and I haven’t gotten a response I really hope kuda can do better in their customer service I still don’t have access to my kuda account now,1,False,Poor customer service,heartbroken😔,
179,2022-06-11 13:39:37,"Kuda used to be one of the best banking apps I have ever used
But now everything’s so different...before I do any transaction on the app I have to sign in again and as soon as I exit the app and click on it again I still need to sign in again. This issue is really tiring and I think I’ll just have to find another app until you guys fix this",3,False,Kuda,Emmyjay2022,
180,2022-02-15 19:06:00,"Kuda is a modern day banking. A digital bank. Very easy and simply. With a biometric touch your money is sent. Silent and sweet debit and credit notifications. No or low charges.I just fall in love with kuda. Keep up the good work. I’m still learning to use kuda but so far, you guys have my thumb up.",5,False,Anzabur,Anzabur,
181,2023-06-19 16:24:05,Someone send money from his zenith bank account to my Kuda account but I’m not received the alart why are you giving a to me  problem like that I’m so tired   With this problems  and I update the application still  I’m not received the alart,5,False,I’m so tired,Mudaseers,"{'id': 37254990, 'body': ""\r\nHi there , We're sincerely sorry for the inconvenience this may have caused you. Please can you share with us the details of the transactions( amount and date) to enable us investigate immediately & solve the issue by send a mail to help@kuda.com . Your Kuda isn't going anywhere and your money is safe and secure in your account. We are always available to provide answers to your concerns at all times. Thank you 💜\r\n"", 'modified': '2023-06-21T15:34:31Z'}"
182,2021-11-16 11:57:18,"The services are swift, fast and reliable. I hope they never ever drop their standards. I’ve recommended this app to more than 10 people via word of mouth and I’ll recommend more people. 

Ps: this is my first review. Kuda is worth the time to write a review for.",5,False,Best bank app I’ve used.,MbidaIII,
183,2022-11-16 21:22:19,"Earlier before you upgraded or updated the app. Email transaction notifications always includes our balance which makes us know our balance and also keep tabs on daily transactions because you don’t send sms notifications.
 Right now, we only see transactions notifications of people paying to our account without the balance and I think that’s not right. 
Please work on it",1,False,No detailed notification,Chochovi0731$,
184,2022-11-09 08:28:25,Please oh Kuda bank this your new update is somehow hard to understand oh my app is not loading out of my passcode section I don’t know what’s wrong 😑’.!!!! Please assistance you guys should try and make this new update a little bit simple like the previous one oh cos I don dey confuse and I have money in dere oh abeg🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼,4,False,Trouble logging in,agngvv,
